Glutamatergic Neuron	Cux2_tdTpositive_cell_54	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_57	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_59	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_60	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_62	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_66	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_71	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_77	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_78	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_79	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_81	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_84	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_90	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_92	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_94	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_95	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_96	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_97	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_99	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_100	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_101	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_102	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_103	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_104	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_105	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_106	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_107	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_108	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_109	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_110	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_111	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_112	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_113	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_114	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_115	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_116	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_117	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_118	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_119	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_120	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_121	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_122	L1-L2/3
Glutamatergic Neuron	Cux2_tdTnegative_cell_8	L1-L2/3
Glutamatergic Neuron	Cux2_tdTnegative_cell_14	L1-L2/3
Glutamatergic Neuron	Gad2_tdTpositive_cell_50	All
Glutamatergic Neuron	Gad2_tdTpositive_cell_66	All
Glutamatergic Neuron	Nos1_tdTpositive_cell_23	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_44	L4
Glutamatergic Neuron	Scnn1a-Tg2_tdTnegative_cell_7	L1
Glutamatergic Neuron	Scnn1a-Tg2_tdTnegative_cell_8	L1
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_2	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_7	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_12	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_15	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_17	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_19	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_21	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_22	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_25	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_27	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_28	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_29	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_31	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_33	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_37	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_38	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_41	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_42	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_44	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_46	All
Glutamatergic Neuron	Sst_tdTpositive_cell_20	upper
Glutamatergic Neuron	CAV_LP_Ipsi_tdTpos_cell_12	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_6	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_23	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_35	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_36	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_43	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_70	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_82	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_6	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_15	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_18	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_20	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_22	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_28	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_29	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_32	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_39	L4
Glutamatergic Neuron	Rbp4_tdTnegative_cell_8	L5
Glutamatergic Neuron	Rorb_tdTpositive_cell_7	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_13	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_25	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_29	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_30	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_31	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_37	L4
Glutamatergic Neuron	Scnn1a-Tg2_tdTpositive_cell_14	L4
Glutamatergic Neuron	Scnn1a-Tg2_tdTpositive_cell_16	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_2	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_12	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_13	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_18	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_21	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_30	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_38	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_40	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_42	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_43	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_50	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_54	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_56	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_57	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_71	All
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_86	All
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_87	All
Glutamatergic Neuron	Slc17a6_tdTpositive_cell_26	All
Glutamatergic Neuron	Calb2_tdTpositive_cell_45	upper
Glutamatergic Neuron	Cux2_tdTpositive_cell_1	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_11	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_17	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_21	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_24	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_29	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_33	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_40	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_42	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_51	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_58	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_76	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_80	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_1	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_2	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_5	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_10	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_13	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_14	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_16	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_17	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_19	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_21	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_25	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_26	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_27	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_30	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_31	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_36	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_38	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_40	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_41	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_42	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_43	L4
Glutamatergic Neuron	Rbp4_tdTpositive_cell_83	L5
Glutamatergic Neuron	Rorb_tdTpositive_cell_5	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_15	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_16	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_17	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_18	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_20	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_21	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_22	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_27	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_28	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_32	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_33	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_34	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_35	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_36	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_38	L4
Glutamatergic Neuron	Scnn1a-Tg2_tdTpositive_cell_17	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_3	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_4	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_6	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_7	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_8	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_10	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_11	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_14	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_15	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_16	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_17	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_20	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_23	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_25	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_26	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_27	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_29	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_31	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_33	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_34	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_35	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_36	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_37	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_41	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_44	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_45	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_46	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_47	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_48	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_52	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_53	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_58	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_65	All
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_67	All
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_69	All
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_72	All
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_73	All
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_80	All
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_81	All
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_82	All
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_84	All
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_92	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_94	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_97	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_98	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_99	L4
Glutamatergic Neuron	Calb2_tdTpositive_cell_3	All
Glutamatergic Neuron	Calb2_tdTpositive_cell_9	All
Glutamatergic Neuron	Calb2_tdTpositive_cell_23	All
Glutamatergic Neuron	Calb2_tdTpositive_cell_31	All
Glutamatergic Neuron	Calb2_tdTpositive_cell_32	All
Glutamatergic Neuron	Calb2_tdTpositive_cell_47	upper
Glutamatergic Neuron	Cux2_tdTpositive_cell_2	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_3	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_4	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_8	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_12	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_13	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_14	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_18	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_20	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_22	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_32	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_37	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_44	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_47	L4
Glutamatergic Neuron	Cux2_tdTpositive_cell_52	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_55	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_56	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_61	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_64	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_65	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_67	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_69	L1-L2/3
Glutamatergic Neuron	Cux2_tdTpositive_cell_73	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_74	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_89	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_91	All
Glutamatergic Neuron	Cux2_tdTpositive_cell_93	All
Glutamatergic Neuron	Nos1_tdTpositive_cell_72	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_3	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_4	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_7	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_8	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_9	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_11	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_12	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_23	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_24	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_33	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_34	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_35	All
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_45	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_46	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_47	L4
Glutamatergic Neuron	Nr5a1_tdTpositive_cell_48	L4
Glutamatergic Neuron	Rbp4_tdTpositive_cell_16	All
Glutamatergic Neuron	Rbp4_tdTpositive_cell_62	L5
Glutamatergic Neuron	Rbp4_tdTpositive_cell_142	All
Glutamatergic Neuron	Rorb_tdTpositive_cell_1	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_2	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_3	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_11	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_12	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_14	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_24	L4
Glutamatergic Neuron	Rorb_tdTpositive_cell_26	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_9	L4
Glutamatergic Neuron	Scnn1a-Tg3_tdTpositive_cell_24	L4
